district,monsoon,rain_24h_mm,rain_6h_mm,river_level_m,river_danger_m,soil_moisture_index,elevation_m,slope_deg,humidity_pct,wind_kmh,temp_c,coastal,rain24,rain6,river_ratio,soil,low_elev,flat,humidity,slope,wind,temp,label_flood,label_landslide,label_cyclone,label_rainfall
Patan,1,19.2,3.6,2.6,6.0,0.483,70,1,84.2,28.5,27.3,0.0,0.06392,0.02545,0.43388,0.48272,0.825,0.95,0.68437,0.02857,0.10686,0.36508,0,0,0,0
Surat,0,11.9,2.0,4.0,9.4,0.558,13,1,51.6,8.4,30.4,1.0,0.03957,0.01462,0.42587,0.5584,0.9675,0.95,0.03194,0.02857,0,0.52108,0,0,0,0
Ahmedabad,0,15.0,3.4,3.98,8.5,0.406,53,2,43.5,29.2,33.1,0.0,0.05002,0.02416,0.46796,0.40646,0.8675,0.9,0,0.05714,0.11438,0.65278,0,0,0,0
Patan,0,2.2,0.7,1.39,6.0,0.22,70,1,47.7,42.4,31.2,0.0,0.00748,0.00464,0.23156,0.22039,0.825,0.95,0,0.02857,0.27969,0.5614,0,0,0,0
Patan,0,5.9,4.0,2.06,6.0,0.11,70,1,49.1,14.3,26.4,0.0,0.01968,0.02867,0.34289,0.10962,0.825,0.95,0,0.02857,0,0.31794,0,0,0,0
Jamnagar,0,6.5,3.6,1.87,6.5,0.123,20,2,50.9,17.4,31.8,1.0,0.02164,0.026,0.28803,0.12315,0.95,0.9,0.01801,0.05714,0,0.58846,0,0,0,0
Ahmedabad,0,16.3,6.8,3.66,8.5,0.403,53,2,57.3,3.8,32.0,0.0,0.05435,0.04877,0.43055,0.40293,0.8675,0.9,0.14613,0.05714,0,0.59863,0,0,0,0
Bhuj,1,12.1,7.7,2.85,5.8,0.428,110,4,86.6,10.9,28.5,1.0,0.04023,0.05527,0.49176,0.42804,0.725,0.8,0.73234,0.11429,0,0.4241,0,0,0,0
Ahmedabad,1,12.1,7.2,3.65,8.5,0.728,53,2,73.5,3.8,25.9,0.0,0.04017,0.05146,0.4292,0.72796,0.8675,0.9,0.46906,0.05714,0,0.29544,1,0,0,0
Rajkot,1,30.5,9.2,3.8,7.2,0.664,134,3,78.3,24.2,25.3,0.0,0.10159,0.06562,0.5283,0.66431,0.665,0.85,0.56573,0.08571,0.05301,0.26655,0,0,0,0
Bhuj,1,8.5,1.2,1.82,5.8,0.488,110,4,83.3,13.4,31.1,1.0,0.02839,0.00887,0.31427,0.48841,0.725,0.8,0.66647,0.11429,0,0.55466,0,0,0,0
Rajkot,0,9.8,6.6,3.26,7.2,0.197,134,3,58.0,47.2,32.8,0.0,0.03252,0.04735,0.45299,0.19745,0.665,0.85,0.15983,0.08571,0.33956,0.64237,0,0,0,0
Ahmedabad,0,1.7,1.4,4.04,8.5,0.456,53,2,57.7,12.0,33.6,0.0,0.00563,0.01025,0.47503,0.45598,0.8675,0.9,0.15366,0.05714,0,0.67956,0,0,0,0
Surat,1,23.5,20.0,5.8,9.4,0.807,13,1,78.2,11.6,26.4,1.0,0.07825,0.14252,0.61661,0.80667,0.9675,0.95,0.56467,0.02857,0,0.32225,0,0,0,0
Jamnagar,1,30.4,8.6,3.87,6.5,0.721,20,2,84.0,20.3,22.8,1.0,0.10141,0.06109,0.59501,0.72129,0.95,0.9,0.67958,0.05714,0.00413,0.14038,0,0,0,0
Ahmedabad,0,9.9,2.9,3.99,8.5,0.416,53,2,54.0,17.7,32.2,0.0,0.0329,0.02091,0.46942,0.41555,0.8675,0.9,0.07911,0.05714,0,0.60854,0,0,0,0
Vadodara,1,11.9,10.1,4.76,8.0,0.652,39,2,81.3,23.9,27.0,0.0,0.03963,0.07219,0.5947,0.65181,0.9025,0.9,0.62617,0.05714,0.04913,0.34772,0,0,0,0
Bhuj,1,11.4,6.4,2.08,5.8,0.383,110,4,74.3,11.5,30.7,1.0,0.03799,0.04602,0.35926,0.38287,0.725,0.8,0.48666,0.11429,0,0.5355,0,0,0,0
Jamnagar,1,7.9,0.6,2.26,6.5,0.626,20,2,71.7,8.2,29.2,1.0,0.02623,0.00396,0.34729,0.6259,0.95,0.9,0.43478,0.05714,0,0.46135,0,0,0,0
Valsad,1,74.3,22.9,5.94,7.0,0.958,12,2,87.3,15.1,28.6,1.0,0.24774,0.16343,0.84787,0.95842,0.97,0.9,0.74671,0.05714,0,0.43221,0,0,0,0
Porbandar,1,7.7,3.1,2.09,6.2,0.646,8,1,72.5,56.2,24.9,1.0,0.02559,0.02194,0.3378,0.64639,0.98,0.95,0.44971,0.02857,0.45303,0.24655,1,0,0,0
Porbandar,1,48.2,24.5,3.64,6.2,0.655,8,1,71.8,33.3,22.6,1.0,0.16069,0.17501,0.58633,0.65516,0.98,0.95,0.43521,0.02857,0.16577,0.12946,1,0,0,0
Valsad,1,25.4,9.2,4.85,7.0,0.97,12,2,76.4,8.7,27.0,1.0,0.08473,0.06573,0.69231,0.96995,0.97,0.9,0.52872,0.05714,0,0.35108,0,0,0,0
Rajkot,0,2.3,1.3,2.82,7.2,0.259,134,3,46.0,24.7,34.3,0.0,0.00774,0.00962,0.39204,0.25886,0.665,0.85,0,0.08571,0.05929,0.71657,0,0,0,0
Porbandar,1,31.1,3.5,2.43,6.2,0.755,8,1,84.1,10.3,25.3,1.0,0.10365,0.02469,0.39252,0.75504,0.98,0.95,0.68165,0.02857,0,0.26738,0,0,0,0
Navsari,0,13.8,6.9,2.81,7.3,0.568,11,1,60.1,51.6,33.8,1.0,0.04615,0.04956,0.38548,0.56842,0.9725,0.95,0.2026,0.02857,0.39455,0.68778,0,0,0,0
Bhuj,1,16.9,6.5,2.77,5.8,0.529,110,4,82.0,75.6,27.4,1.0,0.05627,0.04674,0.47698,0.52931,0.725,0.8,0.64002,0.11429,0.69528,0.36917,1,0,0,0
Vadodara,1,20.5,4.2,3.91,8.0,0.758,39,2,76.1,17.5,26.5,0.0,0.06822,0.03027,0.4891,0.75773,0.9025,0.9,0.52255,0.05714,0,0.32469,0,0,0,0
Jamnagar,1,19.4,13.0,3.97,6.5,0.684,20,2,79.0,23.6,28.6,1.0,0.06454,0.09282,0.61044,0.68414,0.95,0.9,0.57947,0.05714,0.04503,0.43113,0,0,0,0
Vadodara,0,2.6,0.5,3.29,8.0,0.371,39,2,48.9,22.6,31.6,0.0,0.00866,0.00324,0.41102,0.37121,0.9025,0.9,0,0.05714,0.03291,0.5817,0,0,0,0
Bhavnagar,1,16.8,4.4,5.12,7.4,0.757,24,2,78.5,19.7,27.4,1.0,0.05595,0.03155,0.69196,0.75662,0.94,0.9,0.57066,0.05714,0,0.36915,1,0,0,0
Rajkot,1,27.6,7.7,3.48,7.2,0.592,134,3,79.6,32.0,26.7,0.0,0.09202,0.05531,0.48277,0.59214,0.665,0.85,0.59178,0.08571,0.14987,0.33618,0,0,0,0
Navsari,1,58.3,17.9,4.49,7.3,0.917,11,1,75.0,5.4,25.8,1.0,0.19439,0.12791,0.61483,0.91728,0.9725,0.95,0.50031,0.02857,0,0.28816,1,0,0,0
Jamnagar,1,22.4,12.9,3.65,6.5,0.557,20,2,82.2,2.2,27.7,1.0,0.07465,0.092,0.56089,0.55695,0.95,0.9,0.64366,0.05714,0,0.38283,0,0,0,0
Ahmedabad,0,10.9,6.4,3.04,8.5,0.367,53,2,67.7,3.6,31.0,0.0,0.03637,0.04547,0.35733,0.3667,0.8675,0.9,0.3535,0.05714,0,0.55154,0,0,0,0
Vadodara,0,2.8,1.5,2.68,8.0,0.306,39,2,56.7,23.9,31.0,0.0,0.00919,0.01039,0.33543,0.30623,0.9025,0.9,0.13412,0.05714,0.04848,0.54796,0,0,0,1
Valsad,1,56.3,26.5,4.48,7.0,1.0,12,2,70.1,8.6,28.1,1.0,0.18752,0.18933,0.64003,1.0,0.97,0.9,0.40104,0.05714,0,0.40287,0,0,0,1
Porbandar,1,6.7,4.2,1.48,6.2,0.503,8,1,70.4,29.1,27.6,1.0,0.02239,0.03013,0.23886,0.50309,0.98,0.95,0.40815,0.02857,0.11345,0.3821,0,0,0,0
Valsad,1,23.2,2.7,3.72,7.0,0.739,12,2,86.7,5.2,28.0,1.0,0.0772,0.0194,0.53102,0.73858,0.97,0.9,0.73313,0.05714,0,0.40245,0,0,0,0
Patan,0,0.1,0.0,1.89,6.0,0.324,70,1,64.5,2,34.5,0.0,0.00019,4e-05,0.31558,0.32429,0.825,0.95,0.28989,0.02857,0,0.72664,1,0,0,0
Valsad,0,22.1,6.6,3.76,7.0,0.58,12,2,41.9,8.7,35.5,1.0,0.0736,0.04746,0.53683,0.57988,0.97,0.9,0,0.05714,0,0.77326,0,0,0,0
Vadodara,1,34.7,17.9,3.77,8.0,0.742,39,2,89.7,27.4,23.6,0.0,0.11558,0.12759,0.47091,0.74244,0.9025,0.9,0.79378,0.05714,0.092,0.17943,1,0,0,0
Bhuj,1,57.2,23.2,2.51,5.8,0.339,110,4,79.5,53.8,23.6,1.0,0.19083,0.16595,0.43346,0.33861,0.725,0.8,0.59023,0.11429,0.42305,0.17841,0,0,0,0
Bhavnagar,1,10.0,3.9,4.19,7.4,0.696,24,2,87.2,21.4,27.2,1.0,0.03331,0.0277,0.56655,0.69632,0.94,0.9,0.74488,0.05714,0.01742,0.35888,0,0,0,1
Bhuj,1,6.8,1.4,2.15,5.8,0.5,110,4,64.1,14.4,27.7,1.0,0.0225,0.0097,0.37135,0.50005,0.725,0.8,0.28298,0.11429,0,0.38537,0,0,0,0
Bhuj,0,0.5,0.2,1.74,5.8,0.087,110,4,55.9,10.0,29.8,1.0,0.0016,0.00118,0.29929,0.08744,0.725,0.8,0.11744,0.11429,0,0.48987,0,0,1,0
Bhuj,0,3.2,0.6,1.81,5.8,0.058,110,4,53.8,8.4,34.5,1.0,0.0107,0.00446,0.31245,0.0578,0.725,0.8,0.07685,0.11429,0,0.72654,0,0,0,0
Dang,1,39.8,4.3,4.84,6.4,0.912,975,27,74.2,14.4,29.0,0.0,0.13262,0.03086,0.75672,0.91228,0,0,0.48461,0.77143,0,0.44959,0,0,0,0
Ahmedabad,1,16.1,4.2,5.49,8.5,0.833,53,2,71.1,20.6,27.3,0.0,0.05359,0.03035,0.64638,0.83253,0.8675,0.9,0.42161,0.05714,0.00727,0.36729,0,0,0,0
Dang,1,44.9,15.3,3.4,6.4,1.0,975,27,74.7,27.4,28.0,0.0,0.14961,0.10897,0.53105,1.0,0,0,0.49421,0.77143,0.09245,0.39883,0,1,0,0
Surat,0,6.6,2.1,3.77,9.4,0.603,13,1,60.0,6.8,32.7,1.0,0.02216,0.01467,0.4011,0.60303,0.9675,0.95,0.19907,0.02857,0,0.63461,0,0,0,0
Patan,1,10.0,3.0,2.55,6.0,0.466,70,1,65.8,25.5,24.3,0.0,0.03318,0.02121,0.42427,0.46573,0.825,0.95,0.31601,0.02857,0.06888,0.21725,0,0,0,0
Surat,1,108.7,43.0,8.46,9.4,0.931,13,1,85.3,21.2,28.6,1.0,0.36231,0.30693,0.8998,0.93101,0.9675,0.95,0.70589,0.02857,0.01545,0.43032,1,0,0,0
Valsad,0,11.9,1.8,2.81,7.0,0.546,12,2,59.2,4.3,33.4,1.0,0.03953,0.0127,0.40213,0.54562,0.97,0.9,0.18303,0.05714,0,0.67028,0,0,0,0
Surat,0,18.9,11.4,3.79,9.4,0.449,13,1,48.1,4.3,36.2,1.0,0.06288,0.08153,0.40341,0.44878,0.9675,0.95,0,0.02857,0,0.81234,0,0,0,0
Porbandar,1,65.2,47.7,5.61,6.2,0.752,8,1,87.2,2,28.1,1.0,0.2172,0.34063,0.90533,0.75249,0.98,0.95,0.74439,0.02857,0,0.40401,1,0,0,0
Rajkot,0,1.7,0.8,2.27,7.2,0.226,134,3,52.7,7.6,30.7,0.0,0.00578,0.00597,0.31468,0.2261,0.665,0.85,0.05319,0.08571,0,0.53388,0,0,0,0
Bhavnagar,0,7.2,4.6,2.42,7.4,0.306,24,2,47.0,25.7,34.6,1.0,0.02413,0.03315,0.32641,0.30574,0.94,0.9,0,0.05714,0.07135,0.73072,0,0,1,0
Bhuj,1,12.2,8.1,2.63,5.8,0.442,110,4,83.2,30.0,25.8,1.0,0.04062,0.0578,0.45271,0.44202,0.725,0.8,0.66396,0.11429,0.12514,0.2907,1,0,0,0
Patan,1,31.7,4.1,2.75,6.0,0.529,70,1,85.4,9.8,28.1,0.0,0.1058,0.02936,0.4589,0.52934,0.825,0.95,0.7089,0.02857,0,0.40679,1,0,0,0
Vadodara,1,55.2,17.9,6.16,8.0,0.814,39,2,87.2,8.7,24.7,0.0,0.18398,0.12771,0.76944,0.81375,0.9025,0.9,0.74448,0.05714,0,0.23428,1,0,0,0
Valsad,0,2.6,1.0,3.29,7.0,0.514,12,2,54.7,25.0,32.5,1.0,0.0085,0.00742,0.4695,0.51436,0.97,0.9,0.09362,0.05714,0.06197,0.62466,0,0,0,0
Porbandar,1,58.5,43.7,3.23,6.2,0.704,8,1,79.7,15.8,22.8,1.0,0.19506,0.31186,0.52074,0.70372,0.98,0.95,0.59416,0.02857,0,0.13933,0,0,0,0
Surat,0,15.1,7.8,3.37,9.4,0.516,13,1,48.9,6.7,31.2,1.0,0.05039,0.05536,0.35802,0.51586,0.9675,0.95,0,0.02857,0,0.56105,0,0,0,0
Bhuj,1,21.6,8.2,3.12,5.8,0.48,110,4,84.2,2,26.3,1.0,0.07211,0.05835,0.53756,0.47983,0.725,0.8,0.68418,0.11429,0,0.31675,0,0,0,0
Rajkot,1,22.3,15.2,3.37,7.2,0.633,134,3,86.2,32.1,28.4,0.0,0.07418,0.10863,0.46763,0.63291,0.665,0.85,0.7249,0.08571,0.15117,0.42121,0,0,0,0
Navsari,0,2.6,1.7,2.44,7.3,0.462,11,1,48.6,36.8,31.9,1.0,0.00868,0.01244,0.3338,0.46183,0.9725,0.95,0,0.02857,0.20958,0.59381,0,0,0,0
Ahmedabad,1,16.4,6.3,4.96,8.5,0.625,53,2,86.2,8.7,27.3,0.0,0.05469,0.04472,0.58317,0.62514,0.8675,0.9,0.72451,0.05714,0,0.36342,0,0,0,0
Bhavnagar,1,25.7,10.0,4.76,7.4,0.693,24,2,80.4,37.7,28.6,1.0,0.08563,0.07157,0.6439,0.69297,0.94,0.9,0.60763,0.05714,0.22167,0.42883,0,0,0,0
Ahmedabad,1,38.2,14.5,5.22,8.5,0.805,53,2,79.8,21.2,28.8,0.0,0.12727,0.10332,0.61409,0.80469,0.8675,0.9,0.59541,0.05714,0.01537,0.44249,0,0,0,0
Dang,1,17.3,3.6,3.93,6.4,0.891,975,27,80.4,23.5,28.0,0.0,0.05756,0.026,0.6135,0.89136,0,0,0.60829,0.77143,0.04413,0.40141,1,1,0,0
Vadodara,1,75.8,12.2,5.84,8.0,0.842,39,2,77.5,19.0,26.9,0.0,0.25255,0.08705,0.73038,0.84218,0.9025,0.9,0.55099,0.05714,0,0.34576,0,0,0,0
Valsad,1,145.9,74.9,6.01,7.0,0.87,12,2,82.6,15.2,24.4,1.0,0.48631,0.53509,0.85812,0.86951,0.97,0.9,0.65129,0.05714,0,0.21948,0,1,1,0
Surat,1,32.0,15.7,5.74,9.4,0.99,13,1,87.0,15.0,25.9,1.0,0.10653,0.11179,0.61074,0.99022,0.9675,0.95,0.74054,0.02857,0,0.29746,0,0,0,0
Jamnagar,0,25.0,6.9,2.18,6.5,0.277,20,2,55.2,40.4,35.3,1.0,0.08328,0.04911,0.33543,0.27695,0.95,0.9,0.10399,0.05714,0.25539,0.7662,0,0,0,0
Bhuj,1,18.4,11.5,2.78,5.8,0.564,110,4,90.9,13.5,25.7,1.0,0.06125,0.08184,0.47864,0.56378,0.725,0.8,0.81839,0.11429,0,0.28516,1,0,0,0
Dang,1,94.4,6.8,5.4,6.4,1.0,975,27,82.5,27.0,25.5,0.0,0.3146,0.0485,0.84451,1.0,0,0,0.64956,0.77143,0.08698,0.27538,0,0,0,0
Dang,0,16.7,6.8,2.66,6.4,0.481,975,27,49.8,18.0,32.8,0.0,0.05566,0.0483,0.41606,0.48118,0,0,0,0.77143,0,0.64237,0,0,0,0
Rajkot,0,5.6,2.9,2.31,7.2,0.164,134,3,57.4,14.1,31.6,0.0,0.01865,0.02085,0.3206,0.16417,0.665,0.85,0.1471,0.08571,0,0.5821,0,0,0,0
Valsad,1,35.3,19.7,4.35,7.0,0.943,12,2,82.2,33.2,27.6,1.0,0.1178,0.1407,0.62115,0.94305,0.97,0.9,0.64414,0.05714,0.16475,0.38089,0,0,0,0
Jamnagar,1,23.3,8.0,2.38,6.5,0.696,20,2,79.5,3.8,24.4,1.0,0.07762,0.05726,0.36685,0.69625,0.95,0.9,0.59015,0.05714,0,0.22014,0,0,0,0
Dang,1,129.4,34.8,4.62,6.4,1.0,975,27,89.8,23.9,20.9,0.0,0.43146,0.24887,0.72187,1.0,0,0,0.79586,0.77143,0.04845,0.04729,0,0,0,0
Bhavnagar,0,4.3,2.4,1.5,7.4,0.266,24,2,44.3,12.7,35.5,1.0,0.01426,0.01746,0.20298,0.26579,0.94,0.9,0,0.05714,0,0.77416,0,0,0,0
Patan,1,27.2,6.5,2.65,6.0,0.475,70,1,79.9,28.2,27.2,0.0,0.09052,0.04675,0.44132,0.47502,0.825,0.95,0.59899,0.02857,0.10237,0.36227,0,0,0,0
Surat,1,48.0,14.3,6.34,9.4,0.865,13,1,81.0,34.9,27.8,1.0,0.15985,0.1023,0.67419,0.86477,0.9675,0.95,0.61979,0.02857,0.18682,0.39047,0,0,0,0
Patan,0,13.3,4.8,1.4,6.0,0.224,70,1,58.7,48.0,28.6,0.0,0.04424,0.03452,0.23331,0.22437,0.825,0.95,0.17474,0.02857,0.34951,0.43043,0,0,0,0
Porbandar,0,7.8,1.7,2.54,6.2,0.398,8,1,54.5,19.4,31.2,1.0,0.02595,0.01238,0.40998,0.39785,0.98,0.95,0.09052,0.02857,0,0.55942,1,0,0,0
Vadodara,1,15.3,12.6,3.39,8.0,0.665,39,2,80.3,2.9,27.4,0.0,0.05113,0.08966,0.42427,0.66499,0.9025,0.9,0.60676,0.05714,0,0.36929,0,0,0,0
Surat,1,42.5,25.6,6.42,9.4,1.0,13,1,84.9,13.9,26.6,1.0,0.14167,0.18262,0.68247,1.0,0.9675,0.95,0.69704,0.02857,0,0.3285,1,0,0,0
Valsad,1,55.6,28.1,4.17,7.0,1.0,12,2,85.2,9.8,27.8,1.0,0.18526,0.20043,0.59579,1.0,0.97,0.9,0.70464,0.05714,0,0.39198,0,0,0,0
Porbandar,1,1.8,0.9,1.32,6.2,0.584,8,1,78.9,16.0,29.4,1.0,0.00592,0.00672,0.21329,0.58411,0.98,0.95,0.57755,0.02857,0,0.46811,0,0,0,0
Valsad,0,17.7,8.3,4.02,7.0,0.556,12,2,50.6,22.3,30.8,1.0,0.05886,0.05913,0.57411,0.55591,0.97,0.9,0.0127,0.05714,0.02922,0.54009,0,0,0,0
Bhuj,0,4.5,3.3,1.38,5.8,0.068,110,4,48.5,8.4,28.1,1.0,0.01514,0.02326,0.23709,0.06756,0.725,0.8,0,0.11429,0,0.40346,0,0,0,0
Bhavnagar,1,48.4,4.2,4.15,7.4,0.651,24,2,76.3,21.6,32.7,1.0,0.16142,0.02997,0.56063,0.6512,0.94,0.9,0.52526,0.05714,0.01943,0.63408,0,0,0,0
Bhavnagar,1,12.2,8.9,4.74,7.4,0.578,24,2,80.4,18.4,28.4,1.0,0.04055,0.06383,0.64102,0.57799,0.94,0.9,0.60738,0.05714,0,0.42119,1,0,0,0
Bhavnagar,1,46.7,26.0,5.24,7.4,0.666,24,2,77.1,12.5,26.6,1.0,0.15556,0.18593,0.70771,0.66564,0.94,0.9,0.54136,0.05714,0,0.33019,0,0,0,0
Ahmedabad,0,11.7,7.7,3.54,8.5,0.509,53,2,54.3,8.6,32.9,0.0,0.0389,0.05521,0.41661,0.50876,0.8675,0.9,0.08526,0.05714,0,0.64353,0,0,0,0
Surat,1,22.6,9.7,4.93,9.4,0.839,13,1,63.0,13.1,25.8,1.0,0.07531,0.069,0.52482,0.83915,0.9675,0.95,0.26019,0.02857,0,0.29035,0,0,0,0
Surat,1,48.0,11.5,6.88,9.4,0.881,13,1,71.9,6.4,29.4,1.0,0.15984,0.0823,0.73234,0.88137,0.9675,0.95,0.43728,0.02857,0,0.46798,1,0,0,0
Ahmedabad,1,4.1,1.4,3.3,8.5,0.764,53,2,63.2,22.5,27.1,0.0,0.01351,0.00965,0.38774,0.76407,0.8675,0.9,0.26364,0.05714,0.03131,0.35661,0,0,0,0
Bhavnagar,1,30.7,14.1,3.99,7.4,0.705,24,2,81.0,29.2,22.3,1.0,0.1022,0.10096,0.53888,0.7052,0.94,0.9,0.62034,0.05714,0.11517,0.11332,0,0,0,0
Jamnagar,1,61.7,49.4,3.84,6.5,0.715,20,2,78.1,37.5,26.5,1.0,0.20563,0.35295,0.59028,0.71534,0.95,0.9,0.56293,0.05714,0.21825,0.32543,1,0,1,1
Ahmedabad,1,8.4,2.9,5.32,8.5,0.863,53,2,77.5,13.7,27.0,0.0,0.02804,0.02081,0.62624,0.86286,0.8675,0.9,0.54987,0.05714,0,0.35112,0,0,0,1
Navsari,1,63.8,43.3,5.49,7.3,0.905,11,1,85.3,16.7,23.4,1.0,0.21273,0.30896,0.75224,0.90451,0.9725,0.95,0.70556,0.02857,0,0.16975,1,0,0,1
Bhavnagar,0,1.4,0.8,3.11,7.4,0.398,24,2,51.8,3.7,33.5,1.0,0.00479,0.00572,0.42037,0.39753,0.94,0.9,0.03669,0.05714,0,0.67417,0,0,0,0
Bhuj,1,20.1,4.1,2.45,5.8,0.589,110,4,86.8,13.7,27.2,1.0,0.06716,0.02953,0.42264,0.58865,0.725,0.8,0.73523,0.11429,0,0.36192,0,0,0,0
Bhuj,1,16.8,5.0,2.07,5.8,0.376,110,4,85.4,18.6,26.7,1.0,0.056,0.03577,0.35751,0.37556,0.725,0.8,0.70789,0.11429,0,0.33471,0,0,0,0
Porbandar,1,62.3,42.8,4.22,6.2,0.715,8,1,85.4,24.7,25.2,1.0,0.20778,0.30587,0.68078,0.71511,0.98,0.95,0.70778,0.02857,0.05892,0.2619,0,0,0,1
Jamnagar,1,108.9,22.2,5.43,6.5,0.851,20,2,83.7,13.0,27.0,1.0,0.3631,0.15839,0.8359,0.8507,0.95,0.9,0.67304,0.05714,0,0.34789,1,0,0,0
Jamnagar,1,23.7,17.2,3.72,6.5,0.749,20,2,80.4,8.4,26.4,1.0,0.07885,0.12252,0.5724,0.74878,0.95,0.9,0.60725,0.05714,0,0.31826,0,0,0,0
Porbandar,0,3.7,2.4,1.99,6.2,0.297,8,1,49.2,21.6,31.0,1.0,0.01237,0.01705,0.32087,0.2974,0.98,0.95,0,0.02857,0.01963,0.54996,0,0,0,0
Jamnagar,1,3.5,0.8,2.68,6.5,0.586,20,2,78.0,142.5,30.1,1.0,0.01151,0.00606,0.41257,0.58621,0.95,0.9,0.56035,0.05714,1,0.50598,0,0,1,0
Navsari,1,66.5,39.8,5.28,7.3,1.0,11,1,93.1,3.9,24.5,1.0,0.22157,0.28433,0.72358,1.0,0.9725,0.95,0.86257,0.02857,0,0.22408,1,1,0,0
Ahmedabad,1,5.8,2.1,4.22,8.5,0.757,53,2,76.1,34.4,29.1,0.0,0.01943,0.01526,0.49683,0.75657,0.8675,0.9,0.52173,0.05714,0.17953,0.45617,0,0,0,0
Navsari,0,6.7,3.1,3.34,7.3,0.492,11,1,55.6,15.4,36.2,1.0,0.02222,0.0224,0.45715,0.4919,0.9725,0.95,0.11148,0.02857,0,0.80818,0,0,0,0
Dang,0,13.2,7.8,2.92,6.4,0.612,975,27,60.0,30.6,32.9,0.0,0.0439,0.05543,0.45548,0.61198,0,0,0.19971,0.77143,0.13305,0.64644,0,0,0,0
Surat,0,16.8,2.6,6.44,9.4,0.486,13,1,53.4,17.8,35.0,1.0,0.05584,0.01863,0.68489,0.48589,0.9675,0.95,0.06884,0.02857,0,0.75079,1,0,0,0
Valsad,1,41.3,34.9,3.77,7.0,1.0,12,2,77.7,9.3,25.0,1.0,0.13782,0.24943,0.53846,1.0,0.97,0.9,0.55308,0.05714,0,0.2489,0,0,0,0
Bhavnagar,0,7.0,4.6,3.66,7.4,0.448,24,2,51.6,8.6,35.4,1.0,0.02346,0.03311,0.4948,0.44755,0.94,0.9,0.03156,0.05714,0,0.77174,0,0,0,0
Dang,1,25.6,4.0,3.8,6.4,0.792,975,27,72.6,6.0,25.6,0.0,0.08546,0.02854,0.59373,0.7918,0,0,0.45226,0.77143,0,0.27959,0,1,0,0
Rajkot,0,1.4,0.5,2.5,7.2,0.274,134,3,53.1,8.9,34.2,0.0,0.00461,0.00339,0.34777,0.27435,0.665,0.85,0.06228,0.08571,0,0.70847,0,0,0,0
Rajkot,0,6.4,2.2,2.25,7.2,0.192,134,3,53.9,9.1,31.7,0.0,0.02146,0.01566,0.31243,0.19189,0.665,0.85,0.07798,0.08571,0,0.58699,0,0,0,0
Rajkot,0,4.2,2.1,3.07,7.2,0.178,134,3,54.0,14.0,33.1,0.0,0.01393,0.01517,0.42647,0.17781,0.665,0.85,0.07928,0.08571,0,0.65625,0,0,0,0
Rajkot,1,17.0,7.3,3.83,7.2,0.599,134,3,70.3,8.3,26.6,0.0,0.0567,0.05219,0.5316,0.59869,0.665,0.85,0.40692,0.08571,0,0.33196,0,0,0,0
Valsad,1,18.1,8.6,4.14,7.0,1.0,12,2,71.8,26.8,27.6,1.0,0.06045,0.06167,0.5912,1.0,0.97,0.9,0.43605,0.05714,0.08526,0.38153,1,0,0,0
Porbandar,1,56.1,26.1,3.46,6.2,0.812,8,1,83.6,7.2,25.4,1.0,0.1871,0.18648,0.55804,0.81186,0.98,0.95,0.67252,0.02857,0,0.27144,1,0,0,0
Rajkot,0,2.7,1.4,2.51,7.2,0.284,134,3,44.2,7.0,32.9,0.0,0.0091,0.00997,0.34915,0.28409,0.665,0.85,0,0.08571,0,0.64619,0,0,0,0
Dang,1,11.4,1.0,3.4,6.4,0.938,975,27,77.6,11.6,29.8,0.0,0.03788,0.00706,0.53157,0.93841,0,0,0.55114,0.77143,0,0.49145,0,0,0,0
Valsad,1,37.7,31.8,2.91,7.0,0.888,12,2,90.9,12.3,24.6,1.0,0.1258,0.22745,0.41521,0.88826,0.97,0.9,0.81781,0.05714,0,0.23212,0,0,0,1
Bhuj,0,3.7,1.9,1.66,5.8,0.249,110,4,61.4,16.1,33.2,1.0,0.01218,0.01323,0.28698,0.24919,0.725,0.8,0.22848,0.11429,0,0.66055,0,0,0,0
Rajkot,1,37.6,10.4,3.63,7.2,0.517,134,3,72.3,12.6,26.2,0.0,0.12518,0.07451,0.50464,0.51742,0.665,0.85,0.44634,0.08571,0,0.31085,0,0,0,0
Dang,1,48.4,23.9,4.09,6.4,1.0,975,27,79.2,29.0,25.2,0.0,0.1613,0.17102,0.63913,1.0,0,0,0.585,0.77143,0.11261,0.26152,0,1,0,0
Porbandar,0,14.6,7.6,1.64,6.2,0.359,8,1,54.7,10.1,32.0,1.0,0.04854,0.05397,0.26402,0.35936,0.98,0.95,0.09408,0.02857,0,0.59949,0,0,0,0
Porbandar,1,141.6,46.1,6.32,6.2,0.85,8,1,91.7,20.9,19.1,1.0,0.47209,0.32899,1.01868,0.84962,0.98,0.95,0.833,0.02857,0.01136,0,1,0,0,0
Bhavnagar,1,27.2,17.0,4.27,7.4,0.761,24,2,82.8,14.9,26.5,1.0,0.09072,0.12121,0.5764,0.76147,0.94,0.9,0.65615,0.05714,0,0.32602,0,0,0,0
Ahmedabad,1,22.2,11.1,4.44,8.5,0.76,53,2,75.1,3.8,30.4,0.0,0.07401,0.07933,0.52178,0.75969,0.8675,0.9,0.50258,0.05714,0,0.52219,1,0,0,0
